job_id,processed_title,processed_description,processed_location,views,applies,processed_company_name,work_type,average_salary
9615617,inside customer service associate,glastender manufacturer commercial bar restaurant equipment known product innovative solution strong commitment customer experience glastender serving industry year providing establishment equipment exceptional currently looking inside customer service associate communicate outside customer providing exceptional customer service addressing concern resolving issue promptly inquiry order product information via phone email qualified candidate would able perform posse following skill design bar equipment layout using best application glastender submit quotation perform order verification order entry complete detailed shop drawing use communication organizational skill demonstrated attention detailstay updated product knowledge industry trend effectively assist customer record update computer system relevant computer experience word processing spreadsheet software autocad software experience preferred able navigate different software program business sale setting college course business marketing preferredprevious customer service experience requiredif excited providing exceptional customer service thrive collaborative team environment want hear play pivotal role supporting sale team ensuring seamless experience customer position perfect individual passion customer service great approach sale glastender part industry leader committed excellence every aspect business,saginaw mi,-0.1227485155257828,-0.2648492148824406,glastender inc,1,-0.0069063377812296
11009123,project architect,pgav destination seeking highly creative individual good understanding technical aspect architecture candidate must able learn quickly collaborative strong work ethic able execute work multiple project simultaneously team member would also instrumental coordination complex project posse strong leadership quality order guide le experienced teammate course project project work include level phase design concept construction documentation construction administration education experiencebachelor master architecture accredited college year experience architectural firmskillsgreat hand digital sketching abilitiesproficiency revit autocad microsoft office suiteproficiency adobe creative suiteproficiency modeling software rhino sketchup max preferredexcellent verbal written skillsknowledge code ada ability perform code analysisin depth understanding expertise architectural building systemsjob requirementsability travel neededcommunicate thought idea project team clientsstrong ability coordinate detailed condition consultant teamability without continued daily directionlicensure preferred requiredconstruction administration experience preferred lead small project concept design thru construction administration collaboration project manager senior project architect apply send resume portfolio cover letter maximum file size mb,st louis mo,-0.1461884783656828,-0.1103967087129433,pgav destination,1,-0.0069063377812296
56482768,appalachian highland woman business center,full job description program director appalachian highland woman business center kingsport tennesseedepartment kingsport office small business development entrepreneurship kosbe report chief business development officer kingsport chamber kosbedirect report stafftype position directorwork schedule hour per week exempt status exemptlocation remote position office kingsport located kingsport tennessee kingsport chamber within kingsport office small business development entrepreneurship kosbe office within walking distance downtown living dining kosbe kingsport chamber city kingsport jointly formed kingsport office small business development entrepreneurship kosbe specifically nurture counsel encourage continued robust growth development startup existing small business kingsport tennessee technical assistance provider offering assistance including limited forming business write business plan business plan review obtaining capital expansion pursuing government contract analyzing financial management performance proving business case developing existing new business planning february kingsport chamber announced new partnership kosbe tennessee small businessfull job description program director appalachian highland woman business center kingsport tennesseedevelopment center tsbdc becoming tsbdc etsu kingsport affiliate office affiliation tsbdc etsu kingsport affiliate office cover wider service area including grainger hamblen hancock hawkins sullivan appalachian highland woman business center sba woman business center wbc part national network entrepreneurship center throughout united state territory designed assist woman starting growing small business mission appalachian highland woman business center serve small business concern woman entrepreneur providing business training counselingfacilitating securing federal contract access credit andcapitalconnecting client full array sba resourcesprogram highlight small business administration program partner primary funding agency cooperative agreement exists funding partner kingsport chamber foundation detail program goal objective expected client program service area includes county sullivan grainger hamblen hancock hawkins carter johnson greene washington unicoi primary servicing done kingsport however traveling surrounding county also required internal program expected addition partnership community resource including state agency local municipality trade job description program director appalachian highland woman business center kingsport job requires occasional overnight travel including travel weekend evening hour travel personal vehicle reimbursed current general service administration gsa per diem role position responsible development training program address need woman minority entrepreneur position manage human financial resource organization achieve mission position develop foster partnership resource provider service area offer collaborative innovative comprehensive scope service meet need role provide strategic direction guidance alignment mission deliver training counseling program woman minority oversee execution conference seminar education training event across service advisory council support kingsport chamber leadership staff support ofprogram operation fiscal financial reporting approve expenditure andmanage performance report statistical activity sba asrequired group needed ensuring deadline metand information marketing publishing campaign marketing client job description program director appalachian highland woman business center kingsport tennesseemaintain effective reporting system document various aspect service supplied client including specific workshop training topic identification client impact oversight website content accordance sba oversight performance personnel private consultant contractor ensure optimization program cohesive team clearly communicating technical leadership expertise department mission function procedure focused staff development succession engage program fundraising approved kingsport chamber foundation sba sustain grow wbc operation sponsor cooperative agreement grant contract opportunity public private coordinate implement overall marketing wbc service existing potential client stakeholder community related duty responsibility required performance indicator advisory council identify relevant subject matter expert serve advisory capacity advocate ambassador engagement develop relationship service area engage service offering attract client resource partner engage fundraising activity compliance sba guideline support operation meet budget match job description program director appalachian highland woman business center kingsport staff development expectation create performance development plan partnership staff promote career growth strategy optimize staff talent employee skill experience program education relevant certificate program entrepreneur started scaled exited equivalent combination education experience sufficientto successfully perform essential job duty may knowledge experience community economicdevelopment small business counseling business acumen andentrepreneurship budget financial customer service leadership demonstrated track record successful project ability meet deadline manage timeline success delivering work product aconsistent reliable organized detail microsoft product excel customer relationshipmanagement system learning management system projectmanagement tool social medium take responsibility independently deadline work well confidentiality collaboratively serf primary interface job description program director appalachian highland woman business center kingsport tennesseeexcellent oral written communication skill strong understanding organizational behavior design strong interpersonal relationship skill proven ability work diverse community leader facilitation consensus building strategic thinking skill fundraising make ask work environmentprivate resource center use shared office conference space front desk expect salary commensurate camaraderie supportive environment wherecolleagues form genuine competitive benefit package including paid time sickleave health dental insurance life disability insurance k plan employer contribution optional employee background check conditional job kingsport chamber foundation equal development mandatory attendance industryconferences training apply consideration interested candidate must submit resume hr may pm edt,kingsport tn,-0.1461884783656828,-0.1103967087129433,unknown,1,-0.0069063377812296
56924323,structural engineer,universal structural engineer seeking structural engineer without license willing thrive every new challenge firm design diverse range project new school seismic retrofit government building japan emphasis placed innovative interactive approach quality design competitive pay benefit provided please visit u web,san mateo ca,-0.1461884783656828,-0.1103967087129433,unknown,1,-0.0069063377812296
69333422,senior product marketing manager,leading pharmaceutical company committed developing commercializing innovative medicine improve life patient hiring senior product marketing manager role responsible developing executing marketing strategy one pharmaceutical product individual work closely team including sale medical affair market research commercial operation develop implement integrated marketing plan drive product awareness adoption revenue growth responsibility develop implement integrated marketing plan pharmaceutical productsact marketing point patient support initiative including patient hub patient advocacy group bridge programleverage insight analysis customer need market environment inform marketing strategy develop tactical planswork closely team develop execute promotional campaign across multiple channel including digital print budget track performance marketing objective kpis participate development product launch plan ensure effective execution launch activity collaborate training identify training need develop deliver sale force training material address minimum year experience pharmaceutical product marketing demonstrated track record success experience immunology preferably gastroenterology strong knowledge pharmaceutical industry including regulatory requirement product development commercialization excellent communication interpersonal skill ability collaborate effectively across team strong analytical skill ability analyze market research data inform marketing strategy ability manage budget track performance marketing objective ability work independently team travel required,united state,-0.1461884783656828,-0.1103967087129433,staffing theory,1,-0.0069063377812296
83789755,osteogenic loading coach,company gym diet supplement pharmaceutical medical treatment unique place go improve overall health focusing one thing common skeletal skeletal system foundation body provides strength protection arguably one critical system human body implementing strategy care strengthen many experience following result improved bone improved improved improved athletic le joint back pain work people age level activity promote skeletal strength impact entire body many way using process known osteogenic loading session quick painless result measurable happen quickly thing know prior coming first time make best experience job descriptionare passionate empowering others mainly work woman help rebuild lost bone density age strength grace join fun team osteostrong coach specifically focused building bone density fracture prevention strength balance improvement one wellness franchise world committed helping others live healthier fulfilling life allows people continue thing bring joy looking three day weekend virtually every week open monday thursday expect hour responsibility member daily four osteogenic loading device osteogenic loading device help member effectively load skeletal system safely result significantly increasing bone density rate year thereby reducing risk fracture improving overall strength stamen balance educate client proper form technique worry train prevent injury maximize effectiveness weekly member bio hack therapy red light therapy pemi pulsed electromagnetic induction therapy compression boot hydromassage vibration therapy friendly member expect result deliver matter make feel today learn bone health osteoporosis fracture prevention etc communicate clearly kindness via phone text ensure fun supportive energizing experience member delivering exceptional customer service computer administration member communication requirement bachelor degree exercise science kinesiology sport science related field preferred required experience health field certification certified personal trainer cpt certified strength conditioning specialist cscs equivalent focus senior fitness highly experience coaching personal training wellness interest helping others predominantly aging population live better communication interpersonal skill ability build rapport motivate individual diverse background fitness compassionate approach ability create supportive environment organizational skill attention detail ensuring accurate documentation work independently well collaboratively within team benefit osteogenic loading equipment significant free access modality red light therapy hydromassage pulse electromagnetic therapy pemi mat normatec compression therapy vibration therapy variable resistance training program experience customer service year preferred health fitness medical year preferred interested applicant email cover letter resume anchoragemidtown osteostrong equal opportunity employer,anchorage ak,-0.1227485155257828,-0.1103967087129433,osteostrong,1,-0.0069063377812296
95428182,administrative coordinator,job title administrative coordinatororganization cleveland kid book banklocation midtown cleveland warehouseposition type hour per weekhourly rate monday friday pmreports executive directorsupervises nonedescription cleveland kid book bank seek administrative coordinator play pivotal rolein ensuring successful operation administrative function within organization thismultifaceted position encompasses various responsibility including administrative fiscalmanagement office management purchasing customer relationship management crm database administrative function hr employee responsibility fiscal coordination process invoice expense report vendor payment accurately timely account receivable follow outstanding payment maintain record quickbooks software track financial transaction generate report ensure compliance accounting make bank deposit accurately petty cash fund reconcile petty cash credit card statement ensure accuracy properly file expense required discrepancy follow outstanding monthly bank account reconciliation ensure accuracy financial resolve database management maintain update donor information organization ongoing audit clean database report donor acknowledgment resource benefit assist hr duty onboarding paperwork maintaining employee record coordinating benefit planning execution tracking various business hr project payroll accurately compliance applicable law payroll record address employee inquiry regarding payroll management order office operational supply equipment procurement vendor negotiate pricing inventory level order meeting conference event ensuring timely scheduling distribution relevant edit document report administrative assistance director manager including managing calendar light travel arrangement expense communication department promote collaboration information administrative assistance director manager including managing calendar light travel arrangement expense bachelor degree business administration finance accounting related field experience administrative role exposure account payroll processing financial quickbooks google using donor database little green light preferred organizational time management skill attention communication interpersonal multitask prioritize task effectively hr process benefit administration executive directorbenefits competitive salary healthcare benefit paid time professional development instruction apply please submit resume cover letter outlining qualification interest position hr organization committed diversity equity inclusion encourages individual fromall background position description outline primary duty responsibility administrative coordinator role additional task may assigned based organizationalneeds kid book bank small mighty team dedicated getting book child fostering love reading embrace creativity collaboration respect one another team member deeply passionate work always open new approach cleveland kid book bank equal opportunity employer make hiring decision without regard race religion sex national origin ethnicity age disability sexual orientation gender identity medical condition,cleveland oh,-0.1579084597856329,-0.1103967087129433,cleveland kid book bank,1,-0.0069063377812296
103860943,customer service reservationist,sentinel limousine east providence ri family owned business established seeking second shift customer service representative local office job description customer service reservationist responsible booking coordinating securing ground transportation itinerary corporate retail client reservationist work management chauffeur staff ensure reservation accurate assigned accordance company policy essential function responds ground transportation request retail corporate client affiliate travel agent referral network concerning reservation arriving email telephone fax central reservation system creates maintains reservation record prepares send confirmation promptly process cancellation modification knowledge skill ability advanced customer service communication skill great telephone presence ability prioritize work efficiently critical attention detail ability perform fast past work environment sensitivity confidentiality posse outstanding organizational time management skill knowledgeable rhode island massachusetts road must teachable critical thinker problem solver duty responsibility maintain complete knowledge capability fleet associated service know status rate benefit package plan review prepares confirmation insuring accuracy prior sending client process reservation cancellation modification timely manner understands company policy late cancellation handle daily correspondence responds inquiry make reservation needed make sure file kept date maintains clean neat appearance work area time promotes goodwill being courteous friendly helpful manger fellow employee willing undertake reasonable request made management area office,providence ri,-0.1344684969457328,-0.1103967087129433,unknown,4,-0.2453811334749915
111513530,content writer communication,application opening date april title content writerclassification exemptband description specialistsupervisor director communication position summarythe content writer develops disseminates impactful written content united methodist epa gnj supporting mission recruit equip transformational spiritual leader make disciple grow vital congregation transform world highly collaborative role epa gnj communication team essential functionscraft manage engaging content across various channel aligning epa gnj epa gnj editorial production quarterly newspirit newspaper coordinating content design publication distribution budget uphold high production value fiscal curate track weekly digest write editorial feature highlight local church ministry conference others written content ensure consistency style font image tone compile produce publication like ac workbook ac weigh written visual content reflect diversity intercultural competency theological difference within conference organizational responsibilitiesrelated communication duty social medium assistance photography representing communication team project participant project manager project epa gnj meeting event core competenciescommitted continuously grow intercultural competencebuild maintain relationship rooted honesty integrity honoring confidentialitywork collaboratively others produce innovative solutionsnetworking initiativemeet deadlinesability convert idea story linking epa gnj mission action qualificationsportfolio published article electronic print excellent writing editing skill englishevidence collaboration client within office experience mailchimp wordpress seo tool microsoft suite social mediafamiliarity web publicationsphotography skill preferred educationbachelor degree journalism communication public relation travelthe position requires evening weekend responsibility travel beyond office position work hybrid model epa office norristown pa gnj office neptune nj epa gnj employee work help fulfill mission recruit develop transformational leader make disciple grow vital congregation transform world epa gnj value organization employeesinnovation risk takingexcellence ministry servicecompassionate servicediversitycollaborationunited methodist eastern pennsylvania greater new jersey view employee leader critical mission capable growth valued inquiry resume sent jkim position filled download full job description content,greater philadelphia,-0.0524286270060826,-0.2648492148824406,united methodist greater new jersey,1,-0.0069063377812296
115639136,controller,work swshannon waltchack sw seeking commercial property manager manage portion commercial real estate portfolio swat sw help people client investor tenant maximize value build wealth see future cultivate relationship make great real estate decision experienced team rooted core value gratitude integrity drive innovation started property management department enhance protect property realizing success knowing others could benefit expanded service include client manage property throughout united state positionreporting vp finance administration vp controller help oversee responsibility accounting department specifically accounting operation real estate portfolio shannon waltchack affiliate owner managed shannon waltchack controller relieve vp certain responsibility provide general oversight accounting item including account receivable account payable reconciliation property financials property accounting function controller supervise staff determined vp essential responsibility include limited develop document implement internal lead manage hold accountable direct prepare review adjust post journal treasury management lender bank oversee charge receipt manage check run ach prepare approve oversee financial statement reporting accrual adjustment compile quarterly asset management report make investor oversee preparation oversee opex oversee property contract administration vendor various activity needed support vp president partner investor preferred qualificationsbachelor degree accounting related discipline preferredcertified public accounting cpa designationminimum year experience real estate accountingability comprehend analyze interpret real estate term principal documentshigh degree initiative attention detailexcellent written oral communication skillsstrong organizational analytical skillsmust proactive responsive resourcefulability work well pressure requireddemonstrated knowledge microsoft office property management software,birmingham al,0.5452904254113686,-0.0331704556281947,shannon waltchack,1,-0.0069063377812296
117675818,physician assistant,seeking qualified physician assistant nurse practitioner minimum year practical experience primary care setting ideal candidate join team vibrant area position offer flexible employment option including opportunity benefit include vacation time participation retirement plan comprehensive health insurance coverage clinic operates standard business hour pm monday friday additional hour every saturday pm optional duty required position compensation commensurate experience dedicated primary care provider looking join dynamic team area encourage apply,atlanta ga,0.1702510199729678,-0.2648492148824406,premier family clinic,0,-0.0069063377812296
121605673,licensed acupuncturist,work growing holistic health clinic passionate dedicated team supportive read story position description tamara tcm acupuncture herb leading traditional chinese medicine tcm center northwest ohio excited invite application dedicated ohio licensed acupuncturist recognized provider holistic healthcare lookout passionate practitioner aligns belief power integral part diverse inclusive team contribute comprehensive tcm service including acupuncture herbal remedy role pivotal serene supportive environment team member contribution recognized responsibility conduct acupuncture consultation administer develop implement individualized treatment plan based patient maintain detailed patient educate patient holistic health preventive care lifestyle adjustment consistent tcm adhere professional ethical legal regulation mandated relevant regulatory current acupuncture license state degree acupuncture traditional chinese medicine accredited experience clinical deep knowledge understanding tcm principle excellent communication skill commitment exceptional customer service preferred skill cupping moxa proven ability work effectively within strong multitasking time management compassionate empathetic approach toward comfortable retail responsibility flexible experience icontact email marketing software plus offer serene supportive work environment fostering professional competitive compensation discount acupuncture holistic ideal candidate licensed acupuncturist passionate advocate holistic healthcare align mission enhance wellness motivated professional strong belief power tcm invite submit resume cover letter detailing ideal fit search exceptional join u play key role tcm revolution northwest tamara tcm wellness clinic mission tamara tcm provide natural medicine integrity safe effective committed serving community compassionate care providing education empower inspire people reach greatest potential apply please email resume operation call u,maumee oh,-0.1344684969457328,-0.2648492148824406,unknown,1,-0.0069063377812296
